Institution Name	Institution Symbol	Institution State	Library Type	Requests Received	Requests From WorldCat	Requests Canceled	Requests Filled	Requests Filled (Loan)	Requests Filled (Copy)	Requests Unfilled	Electronic Link	Average Turnaround Time For Filled Requests (dd:hh:mm)	Average Turnaround Time For Loan Filled Requests (dd:hh:mm)	Average Turnaround Time For Copy Filled Requests (dd:hh:mm)
STERLING COL, MABEE LIBR	KKQ	KS	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
STEVENS INST OF TECH	NNO	NJ	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
STONY BROOK UNIV	YSM	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SUMMIT CNTY LIBR SYST, KAMAS BRANCH	UTSUM	UT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SUMTER CNTY LIBR SYST	M4L	FL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SUNY AGR & TECH COL AT COBLESKILL	WKM	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SUNY AT BINGHAMTON	BNG	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SUNY AT BUFFALO	BUF	NY	Major Academic Research	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SUNY AT STONY BROOK, HEALTH SCI LIBR	VZB	NY	Medical	2	2	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
SUNY COL AT FREDONIA	XFM	NY	Academic	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
SWEET BRIAR COL LIBR	VSB	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TACOMA COMMUN COL LIBR	Z95	WA	Academic	1	1	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
TACOMA PUB LIBR	TAW	WA	Public	8	8	0	3	3	0	6	0	1:07:55	1:07:55	0:00:00
TAMPA-HILLSBOROUGH CNTY PUB LIBR	TNH	FL	Public	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
TARLETON STATE UNIV	TTS	TX	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
TAYLOR PUB LIBR	DF$	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TEMPLE UNIV	TEU	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TETON CNTY LIBR	W8T	WY	Public	1	1	0	2	2	0	0	0	2:12:00	2:12:00	0:00:00
TEXARKANA PUB LIBR	RKA	TX	Public	8	8	0	0	0	0	8	0	0:00:00	0:00:00	0:00:00
TEXAS A&M UNIV	TXA	TX	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
TEXAS SOUTHERN UNIV	TXT	TX	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TEXAS TECH UNIV	ILU	TX	Academic	38	38	0	11	11	0	27	0	0:17:31	0:17:31	0:00:00
THAYNE BRANCH LIB	WYTHA	WY	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
THE LIBRS OF STEVENS CNTY	LZS	WA	Public	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
TIGARD PUB LIBR	OQW	OR	Public	4	4	0	1	1	0	3	0	1:00:00	1:00:00	0:00:00
TIMBERLAND REG LIBR	UOJ	WA	Public	121	121	0	66	66	0	57	0	1:01:12	1:01:12	0:00:00
TINLEY PARK PUB LIBR	HHO	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TIPP CITY PUB LIBR	OHTCP	OH	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TOM GREEN CNTY LIBR SYST	QT5	TX	Public	4	0	0	2	2	0	2	0	2:12:00	2:12:00	0:00:00
TOMPKINS-CORTLAND COMMUN COL LIBR	VXT	NY	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
TOPEKA & SHAWNEE CNTY PUB LIBR	KTP	KS	Public	2	2	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
TOURO COLL LAW CTR	ZTL	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TRINITY COLL LIBR	TYC	CT	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
TUALATIN PUB LIBR	OQS	OR	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
TUFTS UNIV	TFW	MA	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
TULANE UNIV	LRU	LA	Academic	4	4	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
TWIN FALLS PUB LIBR	Y#4	ID	Public	3	3	0	2	2	0	1	0	0:12:00	0:12:00	0:00:00
UNALASKA PUB LIBR	X@8	AK	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF ALABAMA	ALM	AL	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UNIV OF ALABAMA, BIRMINGHAM	ABC	AL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF ALASKA, ANCHORAGE	UAA	AK	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF ALBERTA	UAB	AB	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF ARIZONA	AZU	AZ	Major Academic Research	5	5	0	1	1	0	4	0	5:00:00	5:00:00	0:00:00
UNIV OF AUCKLAND LIBR	UV0	AS	Academic	1	1	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF BALTIMORE	BAL	MD	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CALGARY LIBR	UAU	AB	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UNIV OF CALIFORNIA BERKELEY LIBR	CUY	CA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, DAVIS, SHIELDS LIBR	CUV	CA	Major Academic Research	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, LOS ANGELES	CLU	CA	Academic	16	16	0	5	5	0	12	0	0:04:48	0:04:48	0:00:00
UNIV OF CALIFORNIA, RIVERSIDE	CRU	CA	Major Academic Research	9	9	0	2	2	0	7	0	2:00:00	2:00:00	0:00:00
UNIV OF CALIFORNIA, SAN DIEGO	CUS	CA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, SANTA BARBARA	CUT	CA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CENTRAL MISSOURI LIBR	MCW	MO	Academic	3	3	0	0	0	0	3	1	0:00:00	0:00:00	0:00:00
UNIV OF CHICAGO	CGU	IL	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CINCINNATI	CIN	OH	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF DENVER UNIV LIBR	DVP	CO	Academic	1	1	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF ESSEX	EUE	EU	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF FLORIDA	FUG	FL	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF GEORGIA	GUA	GA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF HAWAII AT MANOA LIBR	HUH	HI	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UNIV OF HONG KONG	HUA	AS	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF HOUSTON, DOWNTOWN	THD	TX	Academic	2	2	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF IDAHO LIBR	NTD	ID	Academic	5	5	0	2	2	0	3	0	3:00:00	3:00:00	0:00:00
UNIV OF IOWA LIBR	NUI	IA	Major Academic Research	1	1	0	1	1	0	0	0	3:00:00	3:00:00	0:00:00
UNIV OF LOUISVILLE	KLG	KY	Academic	2	2	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
UNIV OF MARYLAND, COL PARK	UMC	MD	Academic	5	5	0	1	1	0	4	0	0:00:00	0:00:00	0:00:00
UNIV OF MASSACHUSETTS AMHERST	AUM	MA	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF MASSACHUSETTS BOSTON	BMU	MA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF MICHIGAN LIBR	EYM	MI	Major Academic Research	5	5	0	2	2	0	3	0	3:12:00	3:12:00	0:00:00
UNIV OF MINNESOTA, LAW LIBR	MLL	MN	Law Libraries	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF MONTANA, MANSFIELD LIBR	MTG	MT	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF N CAROLINA CHARLOTTE	NKM	NC	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF N CAROLINA, CHAPEL HILL	NOC	NC	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF NEBRASKA AT OMAHA	NBU	NE	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF NEVADA LAS VEGAS	UNL	NV	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF NEVADA RENO	NNY	NV	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF NEW ORLEANS	LNU	LA	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF NOTRE DAME	IND	IN	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF OKLAHOMA	OKU	OK	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF OREGON LIBR	ORU	OR	Academic	22	22	0	8	8	0	13	0	1:00:00	1:00:00	0:00:00
UNIV OF PENNSYLVANIA	PAU	PA	Academic	4	4	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF ROCHESTER	RRR	NY	Major Academic Research	2	2	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
UNIV OF S ALABAMA MARX LIBR	ACM	AL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF S CAROLINA	SUC	SC	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF S FLORIDA LIBR	FHM	FL	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF S FLORIDA, ST PETERSBURG	FHS	FL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF SOUTHERN CALIFORNIA	CSL	CA	Academic	8	8	0	4	4	0	4	0	0:06:00	0:06:00	0:00:00
UNIV OF SOUTHERN MAINE	PGP	ME	Academic	1	1	0	1	1	0	0	0	5:00:00	5:00:00	0:00:00
UNIV OF TEXAS AT AUSTIN	IXA	TX	Academic	9	9	0	0	0	0	9	0	0:00:00	0:00:00	0:00:00
UNIV OF THE PACIFIC LIBR	UOP	CA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF TOLEDO	TOL	OH	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UNIV OF UTAH	UUM	UT	Academic	1	1	0	1	1	0	0	0	3:00:00	3:00:00	0:00:00
UNIV OF VERMONT HOWE LIBR	VTU	VT	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF VIRGINIA	VA@	VA	Academic	2	2	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UNIV OF WASHINGTON LIBR	WAU	WA	Major Academic Research	50	50	0	10	10	0	39	0	1:02:24	1:02:24	0:00:00
UNIV OF WATERLOO LIBR	UWW	ON	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN, MADISON, GEN LIBR SYS	GZM	WI	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN, STOUT	GZS	WI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF WYOMING LIBR	WYU	WY	Academic	4	4	0	2	2	0	2	0	0:00:00	0:00:00	0:00:00
US AIR FORCE, EIELSON BASE LIBR	AYH	AK	Federal/Natl Government	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
US AIR FORCE, FAIRCHILD AFB, FL4620	FGJ	WA	Federal/Natl Government	4	4	0	2	2	0	2	0	3:00:00	3:00:00	0:00:00
US AIR FORCE, LUKE AFB LIBR	TYL	AZ	Federal/Natl Government	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
US NAVAL ACAD	UNA	MD	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UTAH STATE UNIV	UUS	UT	Academic	8	8	0	4	4	0	4	0	1:00:00	1:00:00	0:00:00
VANDERBILT UNIV LIBR	TJC	TN	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
VERMONT DEPT OF LIBR, PROC CTR	VSS	VT	State or Municipal Governments	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
VILLANOVA UNIV	PVU	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
VIRGINIA TECH	VPI	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WALDRON ISLAND SCH LIBR	WISLI	WA	Schools Below College Level	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
WALLA WALLA CNTY RURAL LIBR DIST	XVJ	WA	Public	18	18	0	5	5	0	13	0	1:00:00	1:00:00	0:00:00
WARREN NEWPORT PUB LIBR DIST	IHZ	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WASHINGTON CNTY LIBR SYST	OZA	AR	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WASHINGTON CORR CTR FOR WOMEN LIBR	Z83	WA	State or Municipal Governments	9	9	0	3	3	0	5	0	0:07:55	0:07:55	0:00:00
WASHINGTON CORRECTIONS CTR LIBR	Z#5	WA	State or Municipal Governments	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WASHINGTON STATE DEPT LABOR & INDUSTRIES	JI1	WA	State or Municipal Governments	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WASHINGTON STATE LIBR	WRJ	WA	State Library	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
WASHINGTON STATE PATROL	WSPLI	WA	State or Municipal Governments	1	1	0	0	0	0	1	1	0:00:00	0:00:00	0:00:00
WASHINGTON STATE UNIV	NTE	WA	Major Academic Research	12	12	0	1	1	0	10	0	2:00:00	2:00:00	0:00:00
WASHINGTON STATE UNIV LIBR	WS7	WA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WASHINGTON STATE UNIV, VANCOUVER	WS2	WA	Academic	8	8	0	2	2	0	6	0	2:00:00	2:00:00	0:00:00
WASHOE CNTY LIBR SYST	NUW	NV	Public	2	2	0	2	2	0	0	0	1:12:00	1:12:00	0:00:00
WATERTOWN REG LIBR	ZWA	SD	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WAYNE STATE UNIV	EYW	MI	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WEBER STATE UNIV	UUO	UT	Academic	0	0	0	1	1	0	0	0	5:00:00	5:00:00	0:00:00
WEBSTER GROVES PUB LIBR	MW2	MO	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WESLEYAN UNIV	WLU	CT	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WEST VIRGINIA UNIV LIBR	WVU	WV	Academic	2	2	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
WESTCHESTER LIBR SYST	VVW	NY	Public	5	5	0	0	0	0	5	0	0:00:00	0:00:00	0:00:00
WESTERN KENTUCKY UNIV LIBRS	KNV	KY	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WESTERN MICHIGAN UNIV	EXW	MI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WESTERN PLAINS LIBR SYST	OWE	OK	Public	2	2	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WESTERN UNIV	UWO	ON	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WESTERN WASHINGTON UNIV	XFF	WA	Academic	10	10	0	3	3	0	7	0	2:07:55	2:07:55	0:00:00
WESTLAKE PORTER PUB LIBR	OPW	OH	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WETHERSFIELD PUB LIBR	GWK	CT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WHATCOM CNTY LIBR SYST	WC4	WA	Public	92	92	0	45	45	0	43	0	1:06:29	1:06:29	0:00:00
WHEATON COL	ICW	IL	Academic	2	2	0	2	2	0	0	0	2:12:00	2:12:00	0:00:00
WHITE PINE LIBR COOP	EZW	MI	Public	2	2	0	1	1	0	1	0	2:00:00	2:00:00	0:00:00
WHITMAN CNTY RURAL LIBR DIST	XQU	WA	Public	4	4	0	1	1	0	3	0	5:00:00	5:00:00	0:00:00
WHITMAN COL, PENROSE MEM LIBR	HTM	WA	Academic	21	21	0	9	9	0	12	0	0:05:17	0:05:17	0:00:00
WHITWORTH UNIV	WTV	WA	Academic	5	5	0	4	4	0	1	0	2:00:00	2:00:00	0:00:00
WICHITA PUB LIBR	KFW	KS	Public	8	8	0	7	7	0	1	0	0:10:19	0:10:19	0:00:00
WICHITA STATE UNIV	KSW	KS	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WILLOW PUB LIBR	X#3	AK	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WILMETTE PUB LIBR DIST	GP5	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WINFIELD PUB LIBR	JSI	IL	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
WISCONSIN DEPT OF PUB INSTRUCTION	GZR	WI	State Library	8	8	0	2	2	0	6	0	3:12:00	3:12:00	0:00:00
WORTHINGTON PUB LIBR	OWR	OH	Public	1	1	0	1	1	0	0	0	4:00:00	4:00:00	0:00:00
YAKIMA VAL LIBRS	YVR	WA	Public	29	29	0	15	15	0	13	0	0:19:12	0:19:12	0:00:00
YORK CNTY LIBR	ZKD	SC	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00


